query,issue,category,query_preprocessed,vocab
tramier,Infrastructuur,expanded,tramier,True
trammast,Infrastructuur,expanded,trammast,True
tramfanaten,Infrastructuur,expanded,tramfanaten,True
tramways,Infrastructuur,expanded,tramways,True
trampaarden,Infrastructuur,expanded,trampaarden,True
tramhuys,Infrastructuur,expanded,tramhuys,True
tramespace,Infrastructuur,expanded,tramespace,True
trammedewerkers,Infrastructuur,expanded,trammedewerkers,True
tramfanaat,Infrastructuur,expanded,tramfanaat,True
tramverboden,Infrastructuur,expanded,tramverboden,True
tramtype,Infrastructuur,expanded,tramtype,True
tramzicht,Infrastructuur,expanded,tramzicht,True
trampolineploeg,Infrastructuur,expanded,trampolineploeg,True
tramtechnicus,Infrastructuur,expanded,tramtechnicus,True
tramongevallen,Infrastructuur,expanded,tramongevallen,True
trampolineteam,Infrastructuur,expanded,trampolineteam,True
tramgebruikers,Infrastructuur,expanded,tramgebruikers,True
tramliefhebbers,Infrastructuur,expanded,tramliefhebbers,True
trampa,Infrastructuur,expanded,trampa,True
tramvoertuigen,Infrastructuur,expanded,tramvoertuigen,True
trampolinehuis,Infrastructuur,expanded,trampolinehuis,True
trametinib,Infrastructuur,expanded,trametinib,True
tramwagen,Infrastructuur,expanded,tramwagen,True
trampolinewalhalla,Infrastructuur,expanded,trampolinewalhalla,True
tramtijden,Infrastructuur,expanded,tramtijden,True
tramondi,Infrastructuur,expanded,tramondi,True
tramstore,Infrastructuur,expanded,tramstore,True
tramois,Infrastructuur,expanded,tramois,True
trampolineparadijs,Infrastructuur,expanded,trampolineparadijs,True
tram*,Infrastructuur,wildcard,tram,True
transport,Infrastructuur,expanded,transport,True
transportsector,Infrastructuur,expanded,transportsector,True
transporten,Infrastructuur,expanded,transporten,True
transportbedrijf,Infrastructuur,expanded,transportbedrijf,True
transporteurs,Infrastructuur,expanded,transporteurs,True
transporteren,Infrastructuur,expanded,transporteren,True
transportbedrijven,Infrastructuur,expanded,transportbedrijven,True
transportkosten,Infrastructuur,expanded,transportkosten,True
transportvliegtuig,Infrastructuur,expanded,transportvliegtuig,True
transporteur,Infrastructuur,expanded,transporteur,True
transportvliegtuigen,Infrastructuur,expanded,transportvliegtuigen,True
transportveiligheid,Infrastructuur,expanded,transportveiligheid,True
transportmiddelen,Infrastructuur,expanded,transportmiddelen,True
transporthelikopters,Infrastructuur,expanded,transporthelikopters,True
transporter,Infrastructuur,expanded,transporter,True
transporteert,Infrastructuur,expanded,transporteert,True
transportschip,Infrastructuur,expanded,transportschip,True
transportmiddel,Infrastructuur,expanded,transportmiddel,True
transportation,Infrastructuur,expanded,transportation,True
transportondernemer,Infrastructuur,expanded,transportondernemer,True
transportondernemers,Infrastructuur,expanded,transportondernemers,True
transportcapaciteit,Infrastructuur,expanded,transportcapaciteit,True
transporthelikopter,Infrastructuur,expanded,transporthelikopter,True
transportbranche,Infrastructuur,expanded,transportbranche,True
transportsysteem,Infrastructuur,expanded,transportsysteem,True
transportbanden,Infrastructuur,expanded,transportbanden,True
transportband,Infrastructuur,expanded,transportband,True
transportbeleid,Infrastructuur,expanded,transportbeleid,True
transportondernemingen,Infrastructuur,expanded,transportondernemingen,True
transportminister,Infrastructuur,expanded,transportminister,True
transportium,Infrastructuur,expanded,transportium,True
transporteerde,Infrastructuur,expanded,transporteerde,True
transportverzekeraar,Infrastructuur,expanded,transportverzekeraar,True
transportwereld,Infrastructuur,expanded,transportwereld,True
transportministers,Infrastructuur,expanded,transportministers,True
transporttoestel,Infrastructuur,expanded,transporttoestel,True
transportonderneming,Infrastructuur,expanded,transportonderneming,True
transporttarieven,Infrastructuur,expanded,transporttarieven,True
transportorganisaties,Infrastructuur,expanded,transportorganisaties,True
transportmiddelenindustrie,Infrastructuur,expanded,transportmiddelenindustrie,True
transportcriminaliteit,Infrastructuur,expanded,transportcriminaliteit,True
transportberoepen,Infrastructuur,expanded,transportberoepen,True
transportschepen,Infrastructuur,expanded,transportschepen,True
transporttoestellen,Infrastructuur,expanded,transporttoestellen,True
transportcommissaris,Infrastructuur,expanded,transportcommissaris,True
transportnetwerk,Infrastructuur,expanded,transportnetwerk,True
transportleiding,Infrastructuur,expanded,transportleiding,True
transportsystemen,Infrastructuur,expanded,transportsystemen,True
transportnet,Infrastructuur,expanded,transportnet,True
transportcentrum,Infrastructuur,expanded,transportcentrum,True
transportconcern,Infrastructuur,expanded,transportconcern,True
transportraad,Infrastructuur,expanded,transportraad,True
transportorganisatie,Infrastructuur,expanded,transportorganisatie,True
transportmarkt,Infrastructuur,expanded,transportmarkt,True
transportcommissie,Infrastructuur,expanded,transportcommissie,True
transportroutes,Infrastructuur,expanded,transportroutes,True
transporteerden,Infrastructuur,expanded,transporteerden,True
transportmogelijkheden,Infrastructuur,expanded,transportmogelijkheden,True
transportwagens,Infrastructuur,expanded,transportwagens,True
transportcollege,Infrastructuur,expanded,transportcollege,True
transportactiviteiten,Infrastructuur,expanded,transportactiviteiten,True
transportfiets,Infrastructuur,expanded,transportfiets,True
transportroute,Infrastructuur,expanded,transportroute,True
transportverbindingen,Infrastructuur,expanded,transportverbindingen,True
transportland,Infrastructuur,expanded,transportland,True
transportproblemen,Infrastructuur,expanded,transportproblemen,True
transporttak,Infrastructuur,expanded,transporttak,True
transportwagen,Infrastructuur,expanded,transportwagen,True
transportverbod,Infrastructuur,expanded,transportverbod,True
transportfirma,Infrastructuur,expanded,transportfirma,True
transportbrandstoffen,Infrastructuur,expanded,transportbrandstoffen,True
transportnetwerken,Infrastructuur,expanded,transportnetwerken,True
transportkist,Infrastructuur,expanded,transportkist,True
transportdiensten,Infrastructuur,expanded,transportdiensten,True
transportleidingen,Infrastructuur,expanded,transportleidingen,True
transportgroep,Infrastructuur,expanded,transportgroep,True
transportbrandstof,Infrastructuur,expanded,transportbrandstof,True
transportvakbond,Infrastructuur,expanded,transportvakbond,True
transportautoriteit,Infrastructuur,expanded,transportautoriteit,True
transportbewegingen,Infrastructuur,expanded,transportbewegingen,True
transportdienst,Infrastructuur,expanded,transportdienst,True
transportdivisie,Infrastructuur,expanded,transportdivisie,True
transportnetten,Infrastructuur,expanded,transportnetten,True
transportveiligheidsraad,Infrastructuur,expanded,transportveiligheidsraad,True
transportinfrastructuur,Infrastructuur,expanded,transportinfrastructuur,True
transportlijsten,Infrastructuur,expanded,transportlijsten,True
transportpolitie,Infrastructuur,expanded,transportpolitie,True
transportvoertuigen,Infrastructuur,expanded,transportvoertuigen,True
transportvergunning,Infrastructuur,expanded,transportvergunning,True
transportbataljon,Infrastructuur,expanded,transportbataljon,True
transportheli,Infrastructuur,expanded,transportheli,True
transportprijzen,Infrastructuur,expanded,transportprijzen,True
transportfietsen,Infrastructuur,expanded,transportfietsen,True
transportkisten,Infrastructuur,expanded,transportkisten,True
transportlijnen,Infrastructuur,expanded,transportlijnen,True
transportstromen,Infrastructuur,expanded,transportstromen,True
transportbond,Infrastructuur,expanded,transportbond,True
transportkilometers,Infrastructuur,expanded,transportkilometers,True
transportindustrie,Infrastructuur,expanded,transportindustrie,True
transportauto,Infrastructuur,expanded,transportauto,True
transports,Infrastructuur,expanded,transports,True
transportbonden,Infrastructuur,expanded,transportbonden,True
transportgigant,Infrastructuur,expanded,transportgigant,True
transportvormen,Infrastructuur,expanded,transportvormen,True
transporteconoom,Infrastructuur,expanded,transporteconoom,True
transportbedrijfje,Infrastructuur,expanded,transportbedrijfje,True
transporttarief,Infrastructuur,expanded,transporttarief,True
transportbusje,Infrastructuur,expanded,transportbusje,True
transportzaken,Infrastructuur,expanded,transportzaken,True
transporttijd,Infrastructuur,expanded,transporttijd,True
transportwezen,Infrastructuur,expanded,transportwezen,True
transportketen,Infrastructuur,expanded,transportketen,True
transporteconomie,Infrastructuur,expanded,transporteconomie,True
transportvluchten,Infrastructuur,expanded,transportvluchten,True
transportvolumes,Infrastructuur,expanded,transportvolumes,True
transportmaterieel,Infrastructuur,expanded,transportmaterieel,True
transportkou,Infrastructuur,expanded,transportkou,True
transportgoederen,Infrastructuur,expanded,transportgoederen,True
transporteiwitten,Infrastructuur,expanded,transporteiwitten,True
transportvloot,Infrastructuur,expanded,transportvloot,True
transportcontrole,Infrastructuur,expanded,transportcontrole,True
transportakte,Infrastructuur,expanded,transportakte,True
transportverkeer,Infrastructuur,expanded,transportverkeer,True
transportmanager,Infrastructuur,expanded,transportmanager,True
transporteiwit,Infrastructuur,expanded,transporteiwit,True
transportlijst,Infrastructuur,expanded,transportlijst,True
transportprobleem,Infrastructuur,expanded,transportprobleem,True
transportwerkgevers,Infrastructuur,expanded,transportwerkgevers,True
transportader,Infrastructuur,expanded,transportader,True
transporteenheid,Infrastructuur,expanded,transporteenheid,True
transportpoot,Infrastructuur,expanded,transportpoot,True
transporterend,Infrastructuur,expanded,transporterend,True
transportgebied,Infrastructuur,expanded,transportgebied,True
transportsectoren,Infrastructuur,expanded,transportsectoren,True
transportweg,Infrastructuur,expanded,transportweg,True
transportonderzoek,Infrastructuur,expanded,transportonderzoek,True
transporttaken,Infrastructuur,expanded,transporttaken,True
transportarbeiders,Infrastructuur,expanded,transportarbeiders,True
transportdocumenten,Infrastructuur,expanded,transportdocumenten,True
transporters,Infrastructuur,expanded,transporters,True
transportwerk,Infrastructuur,expanded,transportwerk,True
transportprojecten,Infrastructuur,expanded,transportprojecten,True
transportplanner,Infrastructuur,expanded,transportplanner,True
transportverzekeringen,Infrastructuur,expanded,transportverzekeringen,True
transportknooppunt,Infrastructuur,expanded,transportknooppunt,True
transportorders,Infrastructuur,expanded,transportorders,True
transportmethoden,Infrastructuur,expanded,transportmethoden,True
transportautoriteiten,Infrastructuur,expanded,transportautoriteiten,True
transportcontainers,Infrastructuur,expanded,transportcontainers,True
transportassen,Infrastructuur,expanded,transportassen,True
transporttijden,Infrastructuur,expanded,transporttijden,True
transportmethode,Infrastructuur,expanded,transportmethode,True
transportspecialist,Infrastructuur,expanded,transportspecialist,True
transportvergunningen,Infrastructuur,expanded,transportvergunningen,True
transportdeskundige,Infrastructuur,expanded,transportdeskundige,True
transportbus,Infrastructuur,expanded,transportbus,True
transportafdeling,Infrastructuur,expanded,transportafdeling,True
transporteer,Infrastructuur,expanded,transporteer,True
transportbox,Infrastructuur,expanded,transportbox,True
transportcorridor,Infrastructuur,expanded,transportcorridor,True
transportverliezen,Infrastructuur,expanded,transportverliezen,True
transportbuizen,Infrastructuur,expanded,transportbuizen,True
transportfederatie,Infrastructuur,expanded,transportfederatie,True
transportveiligheidsdienst,Infrastructuur,expanded,transportveiligheidsdienst,True
transportvolume,Infrastructuur,expanded,transportvolume,True
transportmedewerker,Infrastructuur,expanded,transportmedewerker,True
transportministerie,Infrastructuur,expanded,transportministerie,True
transportcontainer,Infrastructuur,expanded,transportcontainer,True
transportmateriaal,Infrastructuur,expanded,transportmateriaal,True
transportduur,Infrastructuur,expanded,transportduur,True
transportlobby,Infrastructuur,expanded,transportlobby,True
transportbusjes,Infrastructuur,expanded,transportbusjes,True
transportabel,Infrastructuur,expanded,transportabel,True
transportopdrachten,Infrastructuur,expanded,transportopdrachten,True
transportbedrijfjes,Infrastructuur,expanded,transportbedrijfjes,True
transportcontracten,Infrastructuur,expanded,transportcontracten,True
transportzone,Infrastructuur,expanded,transportzone,True
transportvoertuig,Infrastructuur,expanded,transportvoertuig,True
transportmaatschappijen,Infrastructuur,expanded,transportmaatschappijen,True
transportlijn,Infrastructuur,expanded,transportlijn,True
transportbesturing,Infrastructuur,expanded,transportbesturing,True
transportruimte,Infrastructuur,expanded,transportruimte,True
transportknooppunten,Infrastructuur,expanded,transportknooppunten,True
transporteerbare,Infrastructuur,expanded,transporteerbare,True
transportschade,Infrastructuur,expanded,transportschade,True
transportcorridors,Infrastructuur,expanded,transportcorridors,True
transportmedewerkers,Infrastructuur,expanded,transportmedewerkers,True
transportonderzoeksbureau,Infrastructuur,expanded,transportonderzoeksbureau,True
transportpersoneel,Infrastructuur,expanded,transportpersoneel,True
transporttroepen,Infrastructuur,expanded,transporttroepen,True
transportrecht,Infrastructuur,expanded,transportrecht,True
transportregels,Infrastructuur,expanded,transportregels,True
transportkabel,Infrastructuur,expanded,transportkabel,True
transportafstanden,Infrastructuur,expanded,transportafstanden,True
transportverordening,Infrastructuur,expanded,transportverordening,True
transportketens,Infrastructuur,expanded,transportketens,True
transportwegen,Infrastructuur,expanded,transportwegen,True
transportmuseum,Infrastructuur,expanded,transportmuseum,True
transportdoeleinden,Infrastructuur,expanded,transportdoeleinden,True
transportmogelijkheid,Infrastructuur,expanded,transportmogelijkheid,True
transportstaking,Infrastructuur,expanded,transportstaking,True
transportverpakkingen,Infrastructuur,expanded,transportverpakkingen,True
transportbehoefte,Infrastructuur,expanded,transportbehoefte,True
transportbeperkingen,Infrastructuur,expanded,transportbeperkingen,True
transportservice,Infrastructuur,expanded,transportservice,True
transporteenheden,Infrastructuur,expanded,transporteenheden,True
transportcriminelen,Infrastructuur,expanded,transportcriminelen,True
transportfaciliteiten,Infrastructuur,expanded,transportfaciliteiten,True
transportsquadron,Infrastructuur,expanded,transportsquadron,True
transportkabels,Infrastructuur,expanded,transportkabels,True
transportvoorzieningen,Infrastructuur,expanded,transportvoorzieningen,True
transporttechnologie,Infrastructuur,expanded,transporttechnologie,True
transporteursorganisatie,Infrastructuur,expanded,transporteursorganisatie,True
transportplanners,Infrastructuur,expanded,transportplanners,True
transported,Infrastructuur,expanded,transported,True
transporttoezichthouder,Infrastructuur,expanded,transporttoezichthouder,True
transportplan,Infrastructuur,expanded,transportplan,True
transporteerbaar,Infrastructuur,expanded,transporteerbaar,True
transportakten,Infrastructuur,expanded,transportakten,True
transportconglomeraat,Infrastructuur,expanded,transportconglomeraat,True
transportwerknemers,Infrastructuur,expanded,transportwerknemers,True
transportklussen,Infrastructuur,expanded,transportklussen,True
transportoplossingen,Infrastructuur,expanded,transportoplossingen,True
transportco,Infrastructuur,expanded,transportco,True
transportje,Infrastructuur,expanded,transportje,True
transportvaartuig,Infrastructuur,expanded,transportvaartuig,True
transportcompagnie,Infrastructuur,expanded,transportcompagnie,True
transportverpakking,Infrastructuur,expanded,transportverpakking,True
transportcontroles,Infrastructuur,expanded,transportcontroles,True
transportmiddelensector,Infrastructuur,expanded,transportmiddelensector,True
transportofficier,Infrastructuur,expanded,transportofficier,True
transportverbinding,Infrastructuur,expanded,transportverbinding,True
transportkanalen,Infrastructuur,expanded,transportkanalen,True
transportbuis,Infrastructuur,expanded,transportbuis,True
transportafstand,Infrastructuur,expanded,transportafstand,True
transportgerelateerde,Infrastructuur,expanded,transportgerelateerde,True
transportdeskundigen,Infrastructuur,expanded,transportdeskundigen,True
transporttreinen,Infrastructuur,expanded,transporttreinen,True
transportprofessor,Infrastructuur,expanded,transportprofessor,True
transportprijs,Infrastructuur,expanded,transportprijs,True
transportfunctie,Infrastructuur,expanded,transportfunctie,True
transportindex,Infrastructuur,expanded,transportindex,True
transportpolitiek,Infrastructuur,expanded,transportpolitiek,True
transportwaakhond,Infrastructuur,expanded,transportwaakhond,True
transportportefeuille,Infrastructuur,expanded,transportportefeuille,True
transportas,Infrastructuur,expanded,transportas,True
transportproject,Infrastructuur,expanded,transportproject,True
transportvorm,Infrastructuur,expanded,transportvorm,True
transportkanaal,Infrastructuur,expanded,transportkanaal,True
transportbelasting,Infrastructuur,expanded,transportbelasting,True
transportkoepel,Infrastructuur,expanded,transportkoepel,True
transportstroom,Infrastructuur,expanded,transportstroom,True
transportrisico,Infrastructuur,expanded,transportrisico,True
transportcoordinator,Infrastructuur,expanded,transportcoordinator,True
transportabele,Infrastructuur,expanded,transportabele,True
transportvermogen,Infrastructuur,expanded,transportvermogen,True
transportbanen,Infrastructuur,expanded,transportbanen,True
